"replication","weight","speed","surface_roughness"
1,0.5,25,555.452641051173
2,0.5,25,552.915674974571
3,0.5,25,553.291996492809
1,0.5,30,531.329035094567
2,0.5,30,537.215419062912
3,0.5,30,554.862043401269
1,0.5,35,526.715108926864
2,0.5,35,528.973389730837
3,0.5,35,514.25606621043
1,0.5,40,506.36462039208
2,0.5,40,495.383742774893
3,0.5,40,519.223787172777
1,0.5,45,496.776391057618
2,0.5,45,491.501815294385
3,0.5,45,496.648467768902
1,0.5,50,455.220928240696
2,0.5,50,461.992708655451
3,0.5,50,441.110668024626
1,0.5,55,443.653300538242
2,0.5,55,437.19515070533
3,0.5,55,429.072639068531
1,0.5,60,432.328923815368
2,0.5,60,397.100374700846
3,0.5,60,417.788855565228
1,0.5,65,368.512460339134
2,0.5,65,372.251054691495
3,0.5,65,365.710897301678
1,0.5,70,336.986978403955
2,0.5,70,340.49590578147
3,0.5,70,344.067901277447
1,0.5,75,305.385224557186
2,0.5,75,297.413097152792
3,0.5,75,306.718909742672
1,0.5,80,257.049134766856
2,0.5,80,278.370611495333
3,0.5,80,267.350677866155
1,0.5,85,210.56601325015
2,0.5,85,220.97749854248
3,0.5,85,212.440596771275
1,0.5,90,170.759112454373
2,0.5,90,165.741711171079
3,0.5,90,172.693748415658
1,0.5,95,135.992867018468
2,0.5,95,145.672028548943
3,0.5,95,114.466565286726
1,0.5,100,87.8283344490568
2,0.5,100,78.7428933222358
3,0.5,100,74.802664002321
