"","Ozone","Solar.R","Wind","Temp","Month","Day"
"1",0.12012012012012,0.567567567567568,0.0192192192192192,0.198198198198198,0.012012012012012,0
"2",0.105105105105105,0.351351351351351,0.021021021021021,0.213213213213213,0.012012012012012,0.003003003003003
"3",0.033033033033033,0.444444444444444,0.0348348348348348,0.219219219219219,0.012012012012012,0.00600600600600601
"4",0.0510510510510511,0.936936936936937,0.0315315315315315,0.183183183183183,0.012012012012012,0.00900900900900901
"5",0.0679140679140679,0.541430319208097,0.0399399399399399,0.165165165165165,0.012012012012012,0.012012012012012
"6",0.0810810810810811,0.541430319208097,0.0417417417417417,0.195195195195195,0.012012012012012,0.015015015015015
"7",0.0660660660660661,0.894894894894895,0.0228228228228228,0.192192192192192,0.012012012012012,0.018018018018018
"8",0.0540540540540541,0.294294294294294,0.0384384384384384,0.174174174174174,0.012012012012012,0.021021021021021
"9",0.021021021021021,0.0540540540540541,0.0573573573573574,0.18018018018018,0.012012012012012,0.024024024024024
"10",0.0679140679140679,0.57957957957958,0.0228228228228228,0.204204204204204,0.012012012012012,0.027027027027027
"11",0.018018018018018,0.541430319208097,0.0177177177177177,0.219219219219219,0.012012012012012,0.03003003003003
"12",0.045045045045045,0.765765765765766,0.0261261261261261,0.204204204204204,0.012012012012012,0.033033033033033
"13",0.03003003003003,0.867867867867868,0.0246246246246246,0.195195195195195,0.012012012012012,0.036036036036036
"14",0.039039039039039,0.81981981981982,0.0297297297297297,0.201201201201201,0.012012012012012,0.039039039039039
"15",0.0510510510510511,0.192192192192192,0.0366366366366366,0.171171171171171,0.012012012012012,0.042042042042042
"16",0.039039039039039,1,0.0315315315315315,0.189189189189189,0.012012012012012,0.045045045045045
"17",0.0990990990990991,0.918918918918919,0.033033033033033,0.195195195195195,0.012012012012012,0.048048048048048
"18",0.015015015015015,0.231231231231231,0.0522522522522522,0.168168168168168,0.012012012012012,0.0510510510510511
"19",0.0870870870870871,0.963963963963964,0.0315315315315315,0.201201201201201,0.012012012012012,0.0540540540540541
"20",0.03003003003003,0.129129129129129,0.0261261261261261,0.183183183183183,0.012012012012012,0.0570570570570571
"21",0,0.021021021021021,0.0261261261261261,0.174174174174174,0.012012012012012,0.0600600600600601
"22",0.03003003003003,0.957957957957958,0.0468468468468469,0.216216216216216,0.012012012012012,0.0630630630630631
"23",0.00900900900900901,0.0720720720720721,0.0261261261261261,0.18018018018018,0.012012012012012,0.0660660660660661
"24",0.0930930930930931,0.273273273273273,0.033033033033033,0.18018018018018,0.012012012012012,0.0690690690690691
"25",0.0679140679140679,0.195195195195195,0.0468468468468469,0.168168168168168,0.012012012012012,0.0720720720720721
"26",0.0679140679140679,0.795795795795796,0.0417417417417417,0.171171171171171,0.012012012012012,0.0750750750750751
"27",0.0679140679140679,0.541430319208097,0.021021021021021,0.168168168168168,0.012012012012012,0.0780780780780781
"28",0.0660660660660661,0.036036036036036,0.033033033033033,0.198198198198198,0.012012012012012,0.0810810810810811
"29",0.132132132132132,0.753753753753754,0.0417417417417417,0.24024024024024,0.012012012012012,0.0840840840840841
"30",0.342342342342342,0.666666666666667,0.0141141141141141,0.234234234234234,0.012012012012012,0.0870870870870871
"31",0.108108108108108,0.834834834834835,0.0192192192192192,0.225225225225225,0.012012012012012,0.0900900900900901
"32",0.0854187520854187,0.855855855855856,0.0228228228228228,0.231231231231231,0.015015015015015,0
"33",0.0854187520854187,0.858858858858859,0.0261261261261261,0.219219219219219,0.015015015015015,0.003003003003003
"34",0.0854187520854187,0.723723723723724,0.0453453453453454,0.198198198198198,0.015015015015015,0.00600600600600601
"35",0.0854187520854187,0.555555555555556,0.0246246246246246,0.249249249249249,0.015015015015015,0.00900900900900901
"36",0.0854187520854187,0.657657657657658,0.0228228228228228,0.252252252252252,0.015015015015015,0.012012012012012
"37",0.0854187520854187,0.78978978978979,0.0399399399399399,0.234234234234234,0.015015015015015,0.015015015015015
"38",0.0840840840840841,0.378378378378378,0.0261261261261261,0.243243243243243,0.015015015015015,0.018018018018018
"39",0.0854187520854187,0.816816816816817,0.0177177177177177,0.258258258258258,0.015015015015015,0.021021021021021
"40",0.21021021021021,0.870870870870871,0.0384384384384384,0.267267267267267,0.015015015015015,0.024024024024024
"41",0.114114114114114,0.966966966966967,0.0315315315315315,0.258258258258258,0.015015015015015,0.027027027027027
"42",0.0854187520854187,0.774774774774775,0.0297297297297297,0.276276276276276,0.015015015015015,0.03003003003003
"43",0.0854187520854187,0.747747747747748,0.0246246246246246,0.273273273273273,0.015015015015015,0.033033033033033
"44",0.0660660660660661,0.441441441441441,0.021021021021021,0.243243243243243,0.015015015015015,0.036036036036036
"45",0.0854187520854187,0.993993993993994,0.0384384384384384,0.237237237237237,0.015015015015015,0.039039039039039
"46",0.0854187520854187,0.963963963963964,0.0315315315315315,0.234234234234234,0.015015015015015,0.042042042042042
"47",0.0600600600600601,0.570570570570571,0.0417417417417417,0.228228228228228,0.015015015015015,0.045045045045045
"48",0.108108108108108,0.84984984984985,0.0591591591591592,0.213213213213213,0.015015015015015,0.048048048048048
"49",0.0570570570570571,0.108108108108108,0.0246246246246246,0.192192192192192,0.015015015015015,0.0510510510510511
"50",0.033033033033033,0.357357357357357,0.0315315315315315,0.216216216216216,0.015015015015015,0.0540540540540541
"51",0.036036036036036,0.408408408408408,0.0279279279279279,0.225225225225225,0.015015015015015,0.0570570570570571
"52",0.0854187520854187,0.447447447447447,0.0159159159159159,0.228228228228228,0.015015015015015,0.0600600600600601
"53",0.0854187520854187,0.174174174174174,0.0021021021021021,0.225225225225225,0.015015015015015,0.0630630630630631
"54",0.0854187520854187,0.27027027027027,0.0108108108108108,0.225225225225225,0.015015015015015,0.0660660660660661
"55",0.0854187520854187,0.747747747747748,0.0159159159159159,0.225225225225225,0.015015015015015,0.0690690690690691
"56",0.0854187520854187,0.402402402402402,0.021021021021021,0.222222222222222,0.015015015015015,0.0720720720720721
"57",0.0854187520854187,0.378378378378378,0.021021021021021,0.231231231231231,0.015015015015015,0.0750750750750751
"58",0.0854187520854187,0.138138138138138,0.0279279279279279,0.216216216216216,0.015015015015015,0.0780780780780781
"59",0.0854187520854187,0.291291291291291,0.0315315315315315,0.237237237237237,0.015015015015015,0.0810810810810811
"60",0.0854187520854187,0.0900900900900901,0.0417417417417417,0.228228228228228,0.015015015015015,0.0840840840840841
"61",0.0854187520854187,0.411411411411411,0.021021021021021,0.246246246246246,0.015015015015015,0.0870870870870871
"62",0.402402402402402,0.804804804804805,0.00930930930930931,0.249249249249249,0.018018018018018,0
"63",0.144144144144144,0.741741741741742,0.0246246246246246,0.252252252252252,0.018018018018018,0.003003003003003
"64",0.0930930930930931,0.705705705705706,0.0246246246246246,0.24024024024024,0.018018018018018,0.00600600600600601
