"replication","weight","speed","surface_roughness"
1,0.5,25,566.128513204789
2,0.5,25,570.736108058506
3,0.5,25,560.556865546874
1,0.5,30,542.16211135686
2,0.5,30,529.023665582709
3,0.5,30,542.409135586711
1,0.5,35,518.826913156878
2,0.5,35,529.496343717445
3,0.5,35,521.337070109426
1,0.5,40,493.517727791507
2,0.5,40,514.508777799644
3,0.5,40,504.343958417535
1,0.5,45,491.785569923934
2,0.5,45,495.61108906601
3,0.5,45,484.527095892495
1,0.5,50,463.593793224965
2,0.5,50,468.174612865235
3,0.5,50,451.859315943897
1,0.5,55,434.048168585124
2,0.5,55,435.893572256778
3,0.5,55,444.074538376695
1,0.5,60,401.114732048925
2,0.5,60,398.702548951131
3,0.5,60,394.348869603415
1,0.5,65,381.876767594883
2,0.5,65,380.108388177695
3,0.5,65,360.70917477968
1,0.5,70,344.398860901776
2,0.5,70,328.691935954618
3,0.5,70,331.006000179257
1,0.5,75,290.591165092109
2,0.5,75,285.836302363527
3,0.5,75,297.863443487127
1,0.5,80,266.827653099678
2,0.5,80,276.628313007343
3,0.5,80,268.967859936662
1,0.5,85,220.527230245524
2,0.5,85,210.671852680369
3,0.5,85,224.403864064671
1,0.5,90,179.746345486101
2,0.5,90,167.367304641434
3,0.5,90,175.739443214054
1,0.5,95,136.757479691943
2,0.5,95,126.359032916231
3,0.5,95,122.798814215906
1,0.5,100,87.5480337628823
2,0.5,100,76.3464462004663
3,0.5,100,86.3765079194127
